product,date,sales,dept,yaer,type
Zytux 100,139701,2537,انکولوژی بیولوژیک,1397,actual
Zytux 100,139702,3729,انکولوژی بیولوژیک,1397,actual
Zytux 100,139703,4138,انکولوژی بیولوژیک,1397,actual
Zytux 100,139704,4232,انکولوژی بیولوژیک,1397,actual
Zytux 100,139705,5766,انکولوژی بیولوژیک,1397,actual
Zytux 100,139706,5573,انکولوژی بیولوژیک,1397,actual
Zytux 100,139707,5827,انکولوژی بیولوژیک,1397,actual
Zytux 100,139708,5744,انکولوژی بیولوژیک,1397,actual
Zytux 100,139709,4013,انکولوژی بیولوژیک,1397,actual
Zytux 100,139710,3478,انکولوژی بیولوژیک,1397,actual
Zytux 100,139711,3615,انکولوژی بیولوژیک,1397,actual
Zytux 100,139712,3721,انکولوژی بیولوژیک,1397,actual
Zytux 100,139801,2788,انکولوژی بیولوژیک,1398,actual
Zytux 100,139802,4145,انکولوژی بیولوژیک,1398,actual
Zytux 100,139803,4156,انکولوژی بیولوژیک,1398,actual
Zytux 100,139804,4370,انکولوژی بیولوژیک,1398,actual
Zytux 100,139805,3226,انکولوژی بیولوژیک,1398,actual
Zytux 100,139806,3470,انکولوژی بیولوژیک,1398,actual
Zytux 100,139807,3066,انکولوژی بیولوژیک,1398,actual
Zytux 100,139808,2536,انکولوژی بیولوژیک,1398,actual
Zytux 100,139809,2945,انکولوژی بیولوژیک,1398,actual
Zytux 100,139810,3690,انکولوژی بیولوژیک,1398,actual
Zytux 100,139811,2928,انکولوژی بیولوژیک,1398,actual
Zytux 100,139812,2689,انکولوژی بیولوژیک,1398,actual
Zytux 100,139901,3054,انکولوژی بیولوژیک,1399,actual
Zytux 100,139902,4146,انکولوژی بیولوژیک,1399,actual
Zytux 100,139903,3789,انکولوژی بیولوژیک,1399,actual
Zytux 100,139904,3785,انکولوژی بیولوژیک,1399,actual
Zytux 100,139905,3954,انکولوژی بیولوژیک,1399,actual
Zytux 100,139906,3880,انکولوژی بیولوژیک,1399,actual
Zytux 100,139907,4655,انکولوژی بیولوژیک,1399,actual
Zytux 100,139908,3646,انکولوژی بیولوژیک,1399,actual
Zytux 100,139909,3408,انکولوژی بیولوژیک,1399,actual
Zytux 100,139910,3941,انکولوژی بیولوژیک,1399,actual
Zytux 100,139911,3383,انکولوژی بیولوژیک,1399,actual
Zytux 100,139912,3386,انکولوژی بیولوژیک,1399,actual
Zytux 100,140001,2515,انکولوژی بیولوژیک,1400,actual
Zytux 100,140002,3282,انکولوژی بیولوژیک,1400,actual
Zytux 100,140003,4153,انکولوژی بیولوژیک,1400,actual
Zytux 100,140004,3545,انکولوژی بیولوژیک,1400,actual
Zytux 100,140005,4014,انکولوژی بیولوژیک,1400,actual
Zytux 100,140006,4082,انکولوژی بیولوژیک,1400,actual
Zytux 100,140007,4498,انکولوژی بیولوژیک,1400,actual
Zytux 100,140008,3913,انکولوژی بیولوژیک,1400,actual
Zytux 100,140009,3871,انکولوژی بیولوژیک,1400,actual
Zytux 100,140010,5238,انکولوژی بیولوژیک,1400,actual
Zytux 100,140011,3483,انکولوژی بیولوژیک,1400,actual
Zytux 100,140012,3120,انکولوژی بیولوژیک,1400,actual
Zytux 100,140101,3343,انکولوژی بیولوژیک,1401,actual
Zytux 100,140102,4672,انکولوژی بیولوژیک,1401,actual
Zytux 100,140103,4975,انکولوژی بیولوژیک,1401,actual
Zytux 100,140104,6210,انکولوژی بیولوژیک,1401,actual
Zytux 100,140105,4435,انکولوژی بیولوژیک,1401,actual
Zytux 100,140106,4614,انکولوژی بیولوژیک,1401,actual
Zytux 100,140107,5278,انکولوژی بیولوژیک,1401,actual
Zytux 100,140108,4810,انکولوژی بیولوژیک,1401,actual
Zytux 100,140109,4180,انکولوژی بیولوژیک,1401,actual
Zytux 100,140110,5279,انکولوژی بیولوژیک,1401,actual
Zytux 100,140111,3111,انکولوژی بیولوژیک,1401,actual
Zytux 100,140112,4129,انکولوژی بیولوژیک,1401,actual
Zytux 100,140201,3218,انکولوژی بیولوژیک,1402,actual
Zytux 100,140202,4508,انکولوژی بیولوژیک,1402,actual
Zytux 100,140203,3939,انکولوژی بیولوژیک,1402,actual
Zytux 100,140204,3736,انکولوژی بیولوژیک,1402,actual
Zytux 100,140205,6193,انکولوژی بیولوژیک,1402,actual
Zytux 100,140206,4047,انکولوژی بیولوژیک,1402,actual
Zytux 100,140207,4727,انکولوژی بیولوژیک,1402,actual
Zytux 100,140208,5387,انکولوژی بیولوژیک,1402,actual
Zytux 100,140209,5236,انکولوژی بیولوژیک,1402,actual
Zytux 100,140210,4480,انکولوژی بیولوژیک,1402,actual
Zytux 100,140211,4354,انکولوژی بیولوژیک,1402,actual
Zytux 100,140212,706,انکولوژی بیولوژیک,1402,actual
Zobis,139502,26,انکولوژی شیمیایی,1395,actual
Zobis,139503,619,انکولوژی شیمیایی,1395,actual
Zobis,139504,173,انکولوژی شیمیایی,1395,actual
Zobis,139505,1,انکولوژی شیمیایی,1395,actual
Zobis,139507,1068,انکولوژی شیمیایی,1395,actual
Zobis,139508,291,انکولوژی شیمیایی,1395,actual
Zobis,139509,1589,انکولوژی شیمیایی,1395,actual
Zobis,139510,419,انکولوژی شیمیایی,1395,actual
Zobis,139511,417,انکولوژی شیمیایی,1395,actual
Zobis,139512,1976,انکولوژی شیمیایی,1395,actual
Zobis,139601,1390,انکولوژی شیمیایی,1396,actual
Zobis,139602,200,انکولوژی شیمیایی,1396,actual
Zobis,139603,106,انکولوژی شیمیایی,1396,actual
Zobis,139604,194,انکولوژی شیمیایی,1396,actual
Zobis,139605,1220,انکولوژی شیمیایی,1396,actual
Zobis,139606,1012,انکولوژی شیمیایی,1396,actual
Zobis,139607,882,انکولوژی شیمیایی,1396,actual
Zobis,139608,666,انکولوژی شیمیایی,1396,actual
Zobis,139609,429,انکولوژی شیمیایی,1396,actual
Zobis,139610,580,انکولوژی شیمیایی,1396,actual
Zobis,139611,1091,انکولوژی شیمیایی,1396,actual
Zobis,139612,2116,انکولوژی شیمیایی,1396,actual
Zobis,139701,298,انکولوژی شیمیایی,1397,actual
Zobis,139702,565,انکولوژی شیمیایی,1397,actual
Zobis,139703,661,انکولوژی شیمیایی,1397,actual
Zobis,139704,578,انکولوژی شیمیایی,1397,actual
Zobis,139705,2122,انکولوژی شیمیایی,1397,actual
Zobis,139706,790,انکولوژی شیمیایی,1397,actual
Zobis,139707,973,انکولوژی شیمیایی,1397,actual
Zobis,139708,1422,انکولوژی شیمیایی,1397,actual
Zobis,139709,412,انکولوژی شیمیایی,1397,actual
Zobis,139710,875,انکولوژی شیمیایی,1397,actual
Zobis,139711,143,انکولوژی شیمیایی,1397,actual
Zobis,139712,2138,انکولوژی شیمیایی,1397,actual
Zobis,139801,960,انکولوژی شیمیایی,1398,actual
Zobis,139802,1646,انکولوژی شیمیایی,1398,actual
Zobis,139803,1044,انکولوژی شیمیایی,1398,actual
Zobis,139804,839,انکولوژی شیمیایی,1398,actual
Zobis,139805,506,انکولوژی شیمیایی,1398,actual
Zobis,139806,412,انکولوژی شیمیایی,1398,actual
Zobis,139807,348,انکولوژی شیمیایی,1398,actual
Zobis,139808,239,انکولوژی شیمیایی,1398,actual
Zobis,139809,111,انکولوژی شیمیایی,1398,actual
Zobis,139810,60,انکولوژی شیمیایی,1398,actual
Zobis,139811,0,انکولوژی شیمیایی,1398,actual
Zobis,139901,105,انکولوژی شیمیایی,1399,actual
Zobis,139903,1,انکولوژی شیمیایی,1399,actual
Zobis,139906,1950,انکولوژی شیمیایی,1399,actual
Zobis,139907,1358,انکولوژی شیمیایی,1399,actual
Zobis,139908,480,انکولوژی شیمیایی,1399,actual
Zobis,139909,779,انکولوژی شیمیایی,1399,actual
Zobis,139910,307,انکولوژی شیمیایی,1399,actual
Zobis,139911,975,انکولوژی شیمیایی,1399,actual
Zobis,139912,1092,انکولوژی شیمیایی,1399,actual
Zobis,140001,542,انکولوژی شیمیایی,1400,actual
Zobis,140002,796,انکولوژی شیمیایی,1400,actual
Zobis,140003,1057,انکولوژی شیمیایی,1400,actual
Zobis,140004,877,انکولوژی شیمیایی,1400,actual
Zobis,140005,977,انکولوژی شیمیایی,1400,actual
Zobis,140006,977,انکولوژی شیمیایی,1400,actual
Zobis,140007,934,انکولوژی شیمیایی,1400,actual
Zobis,140008,1884,انکولوژی شیمیایی,1400,actual
Zobis,140009,1274,انکولوژی شیمیایی,1400,actual
Zobis,140010,801,انکولوژی شیمیایی,1400,actual
Zobis,140011,1040,انکولوژی شیمیایی,1400,actual
Zobis,140012,235,انکولوژی شیمیایی,1400,actual
Zobis,140101,485,انکولوژی شیمیایی,1401,actual
Zobis,140102,600,انکولوژی شیمیایی,1401,actual
Zobis,140103,344,انکولوژی شیمیایی,1401,actual
Zobis,140104,425,انکولوژی شیمیایی,1401,actual
Zobis,140105,769,انکولوژی شیمیایی,1401,actual
Zobis,140106,1610,انکولوژی شیمیایی,1401,actual
Zobis,140107,114,انکولوژی شیمیایی,1401,actual
Zobis,140108,740,انکولوژی شیمیایی,1401,actual
Zobis,140109,1531,انکولوژی شیمیایی,1401,actual
Zobis,140110,656,انکولوژی شیمیایی,1401,actual
Zobis,140111,737,انکولوژی شیمیایی,1401,actual
Zobis,140112,297,انکولوژی شیمیایی,1401,actual
Zobis,140201,54,انکولوژی شیمیایی,1402,actual
Zobis,140202,7,انکولوژی شیمیایی,1402,actual
Zobis,140203,93,انکولوژی شیمیایی,1402,actual
Zobis,140204,16,انکولوژی شیمیایی,1402,actual
Zobis,140205,0,انکولوژی شیمیایی,1402,actual
Zobis,140206,315,انکولوژی شیمیایی,1402,actual
Zobis,140207,365,انکولوژی شیمیایی,1402,actual
Zobis,140208,755,انکولوژی شیمیایی,1402,actual
Zobis,140209,891,انکولوژی شیمیایی,1402,actual
Zobis,140210,806,انکولوژی شیمیایی,1402,actual
Zobis,140211,1142,انکولوژی شیمیایی,1402,actual
Zobis,140212,548,انکولوژی شیمیایی,1402,actual
Zivales 50,140001,0,کاردیو متابولیک,1400,actual
Zivales 50,140002,0,کاردیو متابولیک,1400,actual
Zivales 50,140003,0,کاردیو متابولیک,1400,actual
Zivales 50,140004,0,کاردیو متابولیک,1400,actual
Zivales 50,140005,0,کاردیو متابولیک,1400,actual
Zivales 50,140006,0,کاردیو متابولیک,1400,actual
Zivales 50,140007,0,کاردیو متابولیک,1400,actual
Zivales 50,140008,0,کاردیو متابولیک,1400,actual
Zivales 50,140009,0,کاردیو متابولیک,1400,actual
Zivales 50,140010,0,کاردیو متابولیک,1400,actual
Zivales 50,140011,0,کاردیو متابولیک,1400,actual
Zivales 50,140012,0,کاردیو متابولیک,1400,actual
Zivales 50,140101,0,کاردیو متابولیک,1401,actual
Zivales 50,140102,0,کاردیو متابولیک,1401,actual
Zivales 50,140103,0,کاردیو متابولیک,1401,actual
Zivales 50,140104,0,کاردیو متابولیک,1401,actual
Zivales 50,140105,0,کاردیو متابولیک,1401,actual
Zivales 50,140106,0,کاردیو متابولیک,1401,actual
Zivales 50,140107,0,کاردیو متابولیک,1401,actual
Zivales 50,140108,0,کاردیو متابولیک,1401,actual
Zivales 50,140109,836,کاردیو متابولیک,1401,actual
Zivales 50,140110,1848,کاردیو متابولیک,1401,actual
Zivales 50,140111,2341,کاردیو متابولیک,1401,actual
Zivales 50,140112,1436,کاردیو متابولیک,1401,actual
Zivales 50,140201,1144,کاردیو متابولیک,1402,actual
Zivales 50,140202,5178,کاردیو متابولیک,1402,actual
Zivales 50,140203,4626,کاردیو متابولیک,1402,actual
Zivales 50,140204,5283,کاردیو متابولیک,1402,actual
Zivales 50,140205,12082,کاردیو متابولیک,1402,actual
Zivales 50,140206,7037,کاردیو متابولیک,1402,actual
Zivales 50,140207,4472,کاردیو متابولیک,1402,actual
Zivales 50,140208,5695,کاردیو متابولیک,1402,actual
Zivales 50,140209,6237,کاردیو متابولیک,1402,actual
Zivales 50,140210,4658,کاردیو متابولیک,1402,actual
Zivales 50,140211,5090,کاردیو متابولیک,1402,actual
Zivales 50,140212,402,کاردیو متابولیک,1402,actual
Zivales 200,140001,0,کاردیو متابولیک,1400,actual
Zivales 200,140002,0,کاردیو متابولیک,1400,actual
Zivales 200,140003,0,کاردیو متابولیک,1400,actual
Zivales 200,140004,0,کاردیو متابولیک,1400,actual
Zivales 200,140005,0,کاردیو متابولیک,1400,actual
Zivales 200,140006,0,کاردیو متابولیک,1400,actual
Zivales 200,140007,0,کاردیو متابولیک,1400,actual
Zivales 200,140008,0,کاردیو متابولیک,1400,actual
Zivales 200,140009,0,کاردیو متابولیک,1400,actual
Zivales 200,140010,0,کاردیو متابولیک,1400,actual
Zivales 200,140011,0,کاردیو متابولیک,1400,actual
Zivales 200,140012,0,کاردیو متابولیک,1400,actual
Zivales 200,140101,0,کاردیو متابولیک,1401,actual
Zivales 200,140102,0,کاردیو متابولیک,1401,actual
Zivales 200,140103,0,کاردیو متابولیک,1401,actual
Zivales 200,140104,0,کاردیو متابولیک,1401,actual
Zivales 200,140105,0,کاردیو متابولیک,1401,actual
Zivales 200,140106,0,کاردیو متابولیک,1401,actual
Zivales 200,140107,0,کاردیو متابولیک,1401,actual
Zivales 200,140108,0,کاردیو متابولیک,1401,actual
Zivales 200,140109,138,کاردیو متابولیک,1401,actual
Zivales 200,140110,106,کاردیو متابولیک,1401,actual
Zivales 200,140111,51,کاردیو متابولیک,1401,actual
Zivales 200,140112,54,کاردیو متابولیک,1401,actual
Zivales 200,140201,49,کاردیو متابولیک,1402,actual
Zivales 200,140202,105,کاردیو متابولیک,1402,actual
Zivales 200,140203,307,کاردیو متابولیک,1402,actual
Zivales 200,140204,176,کاردیو متابولیک,1402,actual
Zivales 200,140205,187,کاردیو متابولیک,1402,actual
Zivales 200,140206,29,کاردیو متابولیک,1402,actual
Zivales 200,140207,202,کاردیو متابولیک,1402,actual
Zivales 200,140208,264,کاردیو متابولیک,1402,actual
Zivales 200,140209,244,کاردیو متابولیک,1402,actual
Zivales 200,140210,277,کاردیو متابولیک,1402,actual
Zivales 200,140211,252,کاردیو متابولیک,1402,actual
Zivales 200,140212,22,کاردیو متابولیک,1402,actual
Zivales 100,140001,0,کاردیو متابولیک,1400,actual
Zivales 100,140002,0,کاردیو متابولیک,1400,actual
Zivales 100,140003,0,کاردیو متابولیک,1400,actual
Zivales 100,140004,0,کاردیو متابولیک,1400,actual
Zivales 100,140005,0,کاردیو متابولیک,1400,actual
Zivales 100,140006,0,کاردیو متابولیک,1400,actual
Zivales 100,140007,0,کاردیو متابولیک,1400,actual
Zivales 100,140008,0,کاردیو متابولیک,1400,actual
Zivales 100,140009,0,کاردیو متابولیک,1400,actual
Zivales 100,140010,0,کاردیو متابولیک,1400,actual
Zivales 100,140011,0,کاردیو متابولیک,1400,actual
Zivales 100,140012,0,کاردیو متابولیک,1400,actual
Zivales 100,140101,0,کاردیو متابولیک,1401,actual
Zivales 100,140102,0,کاردیو متابولیک,1401,actual
Zivales 100,140103,0,کاردیو متابولیک,1401,actual
Zivales 100,140104,0,کاردیو متابولیک,1401,actual
Zivales 100,140105,0,کاردیو متابولیک,1401,actual
Zivales 100,140106,0,کاردیو متابولیک,1401,actual
Zivales 100,140107,0,کاردیو متابولیک,1401,actual
Zivales 100,140108,0,کاردیو متابولیک,1401,actual
Zivales 100,140109,201,کاردیو متابولیک,1401,actual
Zivales 100,140110,196,کاردیو متابولیک,1401,actual
Zivales 100,140111,279,کاردیو متابولیک,1401,actual
Zivales 100,140112,219,کاردیو متابولیک,1401,actual
Zivales 100,140201,136,کاردیو متابولیک,1402,actual
Zivales 100,140202,606,کاردیو متابولیک,1402,actual
Zivales 100,140203,883,کاردیو متابولیک,1402,actual
Zivales 100,140204,817,کاردیو متابولیک,1402,actual
Zivales 100,140205,1035,کاردیو متابولیک,1402,actual
Zivales 100,140206,605,کاردیو متابولیک,1402,actual
Zivales 100,140207,696,کاردیو متابولیک,1402,actual
Zivales 100,140208,1093,کاردیو متابولیک,1402,actual
Zivales 100,140209,750,کاردیو متابولیک,1402,actual
Zivales 100,140210,688,کاردیو متابولیک,1402,actual
Zivales 100,140211,747,کاردیو متابولیک,1402,actual
Zivales 100,140212,157,کاردیو متابولیک,1402,actual
Zerafil,140001,0,رسپیراتوری,1400,actual
Zerafil,140002,0,رسپیراتوری,1400,actual
Zerafil,140003,0,رسپیراتوری,1400,actual
Zerafil,140004,0,رسپیراتوری,1400,actual
Zerafil,140005,0,رسپیراتوری,1400,actual
Zerafil,140006,0,رسپیراتوری,1400,actual
Zerafil,140007,0,رسپیراتوری,1400,actual
Zerafil,140008,0,رسپیراتوری,1400,actual
Zerafil,140009,0,رسپیراتوری,1400,actual
Zerafil,140010,0,رسپیراتوری,1400,actual
