product,date,sales
Alcarisa 24,140204,12
Alcarisa 24,140205,21
Alcarisa 24,140206,92
Alcarisa 24,140207,67
Alcarisa 24,140208,239
Alcarisa 24,140209,124
Alcarisa 24,140210,192
Alcarisa 24,140211,377
Alcarisa 24,140212,2
Alcarisa 28,140001,0
Alcarisa 28,140002,0
Alcarisa 28,140003,0
Alcarisa 28,140004,0
Alcarisa 28,140005,0
Alcarisa 28,140006,0
Alcarisa 28,140007,0
Alcarisa 28,140008,0
Alcarisa 28,140009,0
Alcarisa 28,140010,0
Alcarisa 28,140011,0
Alcarisa 28,140012,0
Alcarisa 28,140101,0
Alcarisa 28,140102,0
Alcarisa 28,140103,0
Alcarisa 28,140104,0
Alcarisa 28,140105,0
Alcarisa 28,140106,0
Alcarisa 28,140107,0
Alcarisa 28,140108,0
Alcarisa 28,140109,0
Alcarisa 28,140110,0
Alcarisa 28,140111,0
Alcarisa 28,140112,0
Alcarisa 28,140201,1
Alcarisa 28,140202,0
Alcarisa 28,140203,3
Alcarisa 28,140204,11
Alcarisa 28,140205,20
Alcarisa 28,140206,60
Alcarisa 28,140207,222
Alcarisa 28,140208,446
Alcarisa 28,140209,187
Alcarisa 28,140210,482
Alcarisa 28,140211,565
Alcarisa 28,140212,0
Altebrel 25,139205,68
Altebrel 25,139206,104
Altebrel 25,139207,144
Altebrel 25,139208,160
Altebrel 25,139209,388
Altebrel 25,139210,320
Altebrel 25,139211,748
Altebrel 25,139212,893
Altebrel 25,139301,956
Altebrel 25,139302,2017
Altebrel 25,139303,2372
Altebrel 25,139304,3610
Altebrel 25,139305,3775
Altebrel 25,139306,6036
Altebrel 25,139307,7233
Altebrel 25,139308,6952
Altebrel 25,139309,7191
Altebrel 25,139310,11565
Altebrel 25,139311,14086
Altebrel 25,139312,16082
Altebrel 25,139401,9184
Altebrel 25,139402,15568
Altebrel 25,139403,7832
Altebrel 25,139404,13328
Altebrel 25,139405,11988
Altebrel 25,139406,17276
Altebrel 25,139407,20000
Altebrel 25,139408,14592
Altebrel 25,139409,12900
Altebrel 25,139410,30484
Altebrel 25,139411,30376
Altebrel 25,139412,42988
Altebrel 25,139501,16788
Altebrel 25,139502,17940
Altebrel 25,139503,22036
Altebrel 25,139504,23716
Altebrel 25,139505,16820
Altebrel 25,139506,18432
Altebrel 25,139507,15292
Altebrel 25,139508,18664
Altebrel 25,139509,16048
Altebrel 25,139510,23456
Altebrel 25,139511,18268
Altebrel 25,139512,18888
Altebrel 25,139601,15216
Altebrel 25,139602,22192
Altebrel 25,139603,18856
Altebrel 25,139604,17372
Altebrel 25,139605,19796
Altebrel 25,139606,15628
Altebrel 25,139607,16340
Altebrel 25,139608,9960
Altebrel 25,139609,10704
Altebrel 25,139610,10608
Altebrel 25,139611,14316
Altebrel 25,139612,11576
Altebrel 25,139701,7924
Altebrel 25,139702,12088
Altebrel 25,139703,12508
Altebrel 25,139704,11436
Altebrel 25,139705,11720
Altebrel 25,139706,8284
Altebrel 25,139707,9204
Altebrel 25,139708,10432
Altebrel 25,139709,9832
Altebrel 25,139710,7752
Altebrel 25,139711,10372
Altebrel 25,139712,14248
Altebrel 25,139801,7728
Altebrel 25,139802,9568
Altebrel 25,139803,5912
Altebrel 25,139804,10528
Altebrel 25,139805,7504
Altebrel 25,139806,6656
Altebrel 25,139807,5188
Altebrel 25,139808,9400
Altebrel 25,139809,9072
Altebrel 25,139810,7416
Altebrel 25,139811,9372
Altebrel 25,139812,11196
Altebrel 25,139901,4144
Altebrel 25,139902,13104
Altebrel 25,139903,9212
Altebrel 25,139904,13416
Altebrel 25,139905,10524
Altebrel 25,139906,9680
Altebrel 25,139907,9356
Altebrel 25,139908,9012
Altebrel 25,139909,11764
Altebrel 25,139910,9876
Altebrel 25,139911,6864
Altebrel 25,139912,8452
Altebrel 25,140001,6880
Altebrel 25,140002,10112
Altebrel 25,140003,9912
Altebrel 25,140004,8236
Altebrel 25,140005,7956
Altebrel 25,140006,9680
Altebrel 25,140007,8460
Altebrel 25,140008,7092
Altebrel 25,140009,9108
Altebrel 25,140010,6612
Altebrel 25,140011,7080
Altebrel 25,140012,7452
Altebrel 25,140101,6280
Altebrel 25,140102,8640
Altebrel 25,140103,9884
Altebrel 25,140104,8080
Altebrel 25,140105,7500
Altebrel 25,140106,9376
Altebrel 25,140107,10276
Altebrel 25,140108,8976
Altebrel 25,140109,11016
Altebrel 25,140110,10440
Altebrel 25,140111,7620
Altebrel 25,140112,10160
Altebrel 25,140201,5876
Altebrel 25,140202,8408
Altebrel 25,140203,7104
Altebrel 25,140204,5848
Altebrel 25,140205,8208
Altebrel 25,140206,7300
Altebrel 25,140207,7908
Altebrel 25,140208,7756
Altebrel 25,140209,8564
Altebrel 25,140210,7416
Altebrel 25,140211,6380
Altebrel 25,140212,216
Altebrel 50,139310,548
Altebrel 50,139311,1432
Altebrel 50,139312,472
Altebrel 50,139401,84
Altebrel 50,139402,1036
Altebrel 50,139403,1204
Altebrel 50,139404,1032
Altebrel 50,139405,172
Altebrel 50,139406,0
Altebrel 50,139411,2864
Altebrel 50,139412,7564
Altebrel 50,139501,2848
Altebrel 50,139502,3924
Altebrel 50,139503,4504
Altebrel 50,139504,5328
Altebrel 50,139505,5748
Altebrel 50,139506,10232
Altebrel 50,139507,7108
Altebrel 50,139508,9584
Altebrel 50,139509,10028
Altebrel 50,139510,12904
Altebrel 50,139511,10956
Altebrel 50,139512,12904
Altebrel 50,139601,8776
Altebrel 50,139602,15368
Altebrel 50,139603,15336
Altebrel 50,139604,14168
Altebrel 50,139605,16736
Altebrel 50,139606,15336
Altebrel 50,139607,14528
Altebrel 50,139608,9852
Altebrel 50,139609,7776
Altebrel 50,139610,10532
Altebrel 50,139611,10772
Altebrel 50,139612,10176
Altebrel 50,139701,8048
Altebrel 50,139702,10400
Altebrel 50,139703,10208
Altebrel 50,139704,10732
Altebrel 50,139705,11320
Altebrel 50,139706,6172
Altebrel 50,139707,9608
Altebrel 50,139708,12780
Altebrel 50,139709,10904
Altebrel 50,139710,11860
Altebrel 50,139711,13064
Altebrel 50,139712,15340
Altebrel 50,139801,9040
Altebrel 50,139802,10596
Altebrel 50,139803,7560
Altebrel 50,139804,11688
Altebrel 50,139805,13872
Altebrel 50,139806,14428
Altebrel 50,139807,13556
Altebrel 50,139808,14032
Altebrel 50,139809,17180
Altebrel 50,139810,16568
Altebrel 50,139811,16336
Altebrel 50,139812,15260
Altebrel 50,139901,9968
Altebrel 50,139902,18892
Altebrel 50,139903,14052
Altebrel 50,139904,18708
Altebrel 50,139905,17316
Altebrel 50,139906,17424
Altebrel 50,139907,15380
Altebrel 50,139908,16564
Altebrel 50,139909,18952
Altebrel 50,139910,18244
Altebrel 50,139911,17060
Altebrel 50,139912,17640
Altebrel 50,140001,14836
Altebrel 50,140002,19324
Altebrel 50,140003,19120
Altebrel 50,140004,23608
Altebrel 50,140005,14840
Altebrel 50,140006,20092
Altebrel 50,140007,18544
Altebrel 50,140008,17600
Altebrel 50,140009,21080
Altebrel 50,140010,16576
Altebrel 50,140011,14896
Altebrel 50,140012,18292
Altebrel 50,140101,13144
Altebrel 50,140102,19860
Altebrel 50,140103,20664
Altebrel 50,140104,18928
Altebrel 50,140105,19408
Altebrel 50,140106,22644
Altebrel 50,140107,23560
Altebrel 50,140108,22120
Altebrel 50,140109,29264
Altebrel 50,140110,29068
Altebrel 50,140111,21144
Altebrel 50,140112,27256
Altebrel 50,140201,18568
Altebrel 50,140202,26620
Altebrel 50,140203,25204
Altebrel 50,140204,21224
Altebrel 50,140205,25616
Altebrel 50,140206,23328
Altebrel 50,140207,22044
Altebrel 50,140208,24548
Altebrel 50,140209,27164
Altebrel 50,140210,28384
Altebrel 50,140211,33488
Altebrel 50,140212,1224
Alvinotec 100,139808,11
Alvinotec 100,139811,855
Alvinotec 100,139812,353
Alvinotec 100,139901,40
Alvinotec 100,139902,550
Alvinotec 100,139903,290
Alvinotec 100,139904,783
Alvinotec 100,139905,388
Alvinotec 100,139906,549
Alvinotec 100,139907,191
Alvinotec 100,139908,205
Alvinotec 100,139909,490
Alvinotec 100,139910,1557
Alvinotec 100,139911,2493
Alvinotec 100,139912,1345
Alvinotec 100,140001,2754
Alvinotec 100,140002,5646
Alvinotec 100,140003,6673
Alvinotec 100,140004,11062
Alvinotec 100,140005,5397
Alvinotec 100,140006,6943
Alvinotec 100,140007,2883
Alvinotec 100,140008,6900
Alvinotec 100,140009,3240
Alvinotec 100,140010,8356
Alvinotec 100,140011,8936
Alvinotec 100,140012,1797
Alvinotec 100,140101,2024
Alvinotec 100,140102,2225
Alvinotec 100,140103,2452
Alvinotec 100,140104,5587
Alvinotec 100,140105,2478
Alvinotec 100,140106,7109
Alvinotec 100,140107,2867
Alvinotec 100,140108,4076
Alvinotec 100,140109,5575
Alvinotec 100,140110,3886
Alvinotec 100,140111,5112
Alvinotec 100,140112,4081
Alvinotec 100,140201,2174
Alvinotec 100,140202,4658
Alvinotec 100,140203,2462
Alvinotec 100,140204,3908
Alvinotec 100,140205,1854
Alvinotec 100,140206,-809
Alvinotec 100,140207,0
Alvinotec 100,140208,3221
Alvinotec 100,140209,4414
Alvinotec 100,140210,419
Alvinotec 100,140211,-211
Alvinotec 100,140212,0
Alvinotec 40,139807,10
Alvinotec 40,139808,3
Alvinotec 40,139809,10
Alvinotec 40,139902,-7
Alvinotec 40,139910,5
Alvinotec 40,140001,23
Alvinotec 40,140002,-20
Alvinotec 40,140003,0
Alvinotec 40,140004,40
Alvinotec 40,140005,0
Alvinotec 40,140006,2
Alvinotec 40,140007,0
Alvinotec 40,140008,0
Alvinotec 40,140009,0
Alvinotec 40,140010,0
Alvinotec 40,140011,0
Alvinotec 40,140012,0
Alvinotec 40,140101,0
Alvinotec 40,140102,0
Alvinotec 40,140103,0
Alvinotec 40,140104,0
Alvinotec 40,140105,0
Alvinotec 40,140106,0
Alvinotec 40,140107,0
Alvinotec 40,140108,0
Alvinotec 40,140109,0
Alvinotec 40,140110,0
Alvinotec 40,140111,0
Alvinotec 40,140112,0
Alvinotec 40,140201,0
Alvinotec 40,140202,0
Alvinotec 40,140203,0
Alvinotec 40,140204,0
Alvinotec 40,140205,0
Alvinotec 40,140206,0
Alvinotec 40,140207,0
Alvinotec 40,140208,0
Alvinotec 40,140209,0
Alvinotec 40,140210,0
Alvinotec 40,140211,0
Alvinotec 40,140212,0
Alvocade,139504,152
Alvocade,139505,357
Alvocade,139506,449
Alvocade,139507,363
Alvocade,139508,562
Alvocade,139509,697
Alvocade,139510,877
Alvocade,139511,982
Alvocade,139512,1443
Alvocade,139601,347
Alvocade,139602,1034
Alvocade,139603,1058
Alvocade,139604,1214
Alvocade,139605,821
Alvocade,139606,1877
Alvocade,139607,904
Alvocade,139608,1176
Alvocade,139609,1178
Alvocade,139610,1352
Alvocade,139611,901
Alvocade,139612,1552
Alvocade,139701,880
Alvocade,139702,1299
Alvocade,139703,1400
Alvocade,139704,1910
Alvocade,139705,2294
Alvocade,139706,1904
Alvocade,139707,2053
Alvocade,139708,2038
Alvocade,139709,2053
Alvocade,139710,2391
Alvocade,139711,2677
Alvocade,139712,2844
Alvocade,139801,538
Alvocade,139802,1682
Alvocade,139803,1801
Alvocade,139804,2451
Alvocade,139805,2375
Alvocade,139806,2473
Alvocade,139807,1887
Alvocade,139808,3319
Alvocade,139809,2939
Alvocade,139810,4303
Alvocade,139811,3796
Alvocade,139812,3619
Alvocade,139901,908
Alvocade,139902,2822
Alvocade,139903,1259
Alvocade,139904,2879
Alvocade,139905,1981
Alvocade,139906,2731
Alvocade,139907,2415
Alvocade,139908,1700
Alvocade,139909,1959
Alvocade,139910,1652
Alvocade,139911,2006
Alvocade,139912,2163
Alvocade,140001,1188
Alvocade,140002,1712
Alvocade,140003,1671
Alvocade,140004,1901
Alvocade,140005,2241
Alvocade,140006,2430
Alvocade,140007,1813
Alvocade,140008,2221
Alvocade,140009,2260
Alvocade,140010,3279
Alvocade,140011,2638
Alvocade,140012,1595
Alvocade,140101,1561
Alvocade,140102,2795
Alvocade,140103,2333
Alvocade,140104,2701
Alvocade,140105,2426
Alvocade,140106,2154
Alvocade,140107,2342
Alvocade,140108,3158
Alvocade,140109,3782
Alvocade,140110,2621
Alvocade,140111,2953
Alvocade,140112,2531
Alvocade,140201,1212
Alvocade,140202,4894
Alvocade,140203,1303
Alvocade,140204,1526
Alvocade,140205,1985
Alvocade,140206,3045
Alvocade,140207,1718
Alvocade,140208,5292
Alvocade,140209,1864
Alvocade,140210,1950
Alvocade,140211,1937
Alvocade,140212,0
Alvopax 100,139409,213
Alvopax 100,139410,33
Alvopax 100,139411,60
Alvopax 100,139412,155
Alvopax 100,139501,35
Alvopax 100,139502,24
Alvopax 100,139503,290
Alvopax 100,139504,256
Alvopax 100,139505,183
Alvopax 100,139506,352
Alvopax 100,139507,220
Alvopax 100,139508,184
Alvopax 100,139509,199
Alvopax 100,139510,970
Alvopax 100,139511,466
Alvopax 100,139512,1054
Alvopax 100,139601,681
Alvopax 100,139602,398
Alvopax 100,139603,544
Alvopax 100,139604,809
Alvopax 100,139605,829
Alvopax 100,139606,825
Alvopax 100,139607,546
Alvopax 100,139608,647
Alvopax 100,139609,584
Alvopax 100,139610,422
Alvopax 100,139611,255
Alvopax 100,139612,112
Alvopax 100,139701,134
Alvopax 100,139702,127
Alvopax 100,139703,685
Alvopax 100,139704,1057
Alvopax 100,139705,867
Alvopax 100,139706,1223
Alvopax 100,139707,501
Alvopax 100,139708,201
Alvopax 100,139709,463
Alvopax 100,139710,1120
Alvopax 100,139711,1080
Alvopax 100,139712,285
Alvopax 100,139801,82
Alvopax 100,139802,24
Alvopax 100,139809,1080
Alvopax 100,139810,2100
Alvopax 100,139811,200
Alvopax 100,139812,160
Alvopax 100,139901,5
Alvopax 100,139903,16
Alvopax 100,139904,119
Alvopax 100,139905,1078
Alvopax 100,139906,680
Alvopax 100,139907,1375
Alvopax 100,139908,296
Alvopax 100,139909,290
Alvopax 100,139910,1003
Alvopax 100,139911,786
Alvopax 100,139912,-105
Alvopax 100,140001,144
Alvopax 100,140002,604
Alvopax 100,140003,180
Alvopax 100,140004,439
Alvopax 100,140005,178
Alvopax 100,140006,400
Alvopax 100,140007,202
Alvopax 100,140008,308
Alvopax 100,140009,305
Alvopax 100,140010,799
Alvopax 100,140011,131
Alvopax 100,140012,147
Alvopax 100,140101,253
Alvopax 100,140102,175
Alvopax 100,140103,194
Alvopax 100,140104,49
Alvopax 100,140105,120
Alvopax 100,140106,329
Alvopax 100,140107,87
Alvopax 100,140108,278
Alvopax 100,140109,260
Alvopax 100,140110,12
Alvopax 100,140111,3
Alvopax 100,140112,0
Alvopax 100,140201,0
Alvopax 100,140202,0
Alvopax 100,140203,20
Alvopax 100,140204,10
Alvopax 100,140205,5
Alvopax 100,140206,30
Alvopax 100,140207,0
Alvopax 100,140208,748
Alvopax 100,140209,299
Alvopax 100,140210,307
Alvopax 100,140211,240
Alvopax 100,140212,0
Alvopax 150,139409,80
Alvopax 150,139410,437
Alvopax 150,139411,210
Alvopax 150,139412,423
Alvopax 150,139501,116
Alvopax 150,139502,187
Alvopax 150,139503,548
Alvopax 150,139504,211
Alvopax 150,139505,523
Alvopax 150,139506,765
Alvopax 150,139507,335
Alvopax 150,139508,626
Alvopax 150,139509,922
Alvopax 150,139510,902
Alvopax 150,139511,720
Alvopax 150,139512,1854
Alvopax 150,139601,887
Alvopax 150,139602,451
Alvopax 150,139603,223
Alvopax 150,139604,1867
Alvopax 150,139605,414
Alvopax 150,139606,1716
Alvopax 150,139607,1275
Alvopax 150,139608,970
Alvopax 150,139609,295
Alvopax 150,139610,927
Alvopax 150,139611,1616
Alvopax 150,139612,514
Alvopax 150,139701,473
Alvopax 150,139702,1120
Alvopax 150,139703,2088
Alvopax 150,139704,692
Alvopax 150,139705,18
Alvopax 150,139706,8
Alvopax 150,139707,5
Alvopax 150,139708,1050
Alvopax 150,139709,263
Alvopax 150,139710,1294
Alvopax 150,139711,1135
Alvopax 150,139712,250
Alvopax 150,139801,674
Alvopax 150,139802,2475
Alvopax 150,139803,436
Alvopax 150,139804,200
Alvopax 150,139805,1350
Alvopax 150,139806,3679
Alvopax 150,139807,1014
Alvopax 150,139808,3001
Alvopax 150,139809,4690
Alvopax 150,139810,4867
Alvopax 150,139811,3751
Alvopax 150,139812,2372
Alvopax 150,139901,1065
Alvopax 150,139902,2934
Alvopax 150,139903,1477
Alvopax 150,139904,1797
Alvopax 150,139905,4872
Alvopax 150,139906,1154
Alvopax 150,139907,2440
Alvopax 150,139908,1262
Alvopax 150,139909,2692
Alvopax 150,139910,2179
Alvopax 150,139911,3241
Alvopax 150,139912,2063
Alvopax 150,140001,1925
Alvopax 150,140002,2548
Alvopax 150,140003,3682
Alvopax 150,140004,1180
Alvopax 150,140005,3157
Alvopax 150,140006,3087
Alvopax 150,140007,1564
Alvopax 150,140008,3029
Alvopax 150,140009,2843
Alvopax 150,140010,3123
Alvopax 150,140011,2910
Alvopax 150,140012,1917
Alvopax 150,140101,1408
Alvopax 150,140102,2200
Alvopax 150,140103,3727
Alvopax 150,140104,2493
Alvopax 150,140105,1326
Alvopax 150,140106,2151
Alvopax 150,140107,2338
Alvopax 150,140108,1863
Alvopax 150,140109,2982
Alvopax 150,140110,2310
Alvopax 150,140111,2436
Alvopax 150,140112,1048
Alvopax 150,140201,853
Alvopax 150,140202,2685
Alvopax 150,140203,1656
Alvopax 150,140204,779
Alvopax 150,140205,2685
Alvopax 150,140206,1610
Alvopax 150,140207,1412
Alvopax 150,140208,1178
Alvopax 150,140209,1214
Alvopax 150,140210,1186
Alvopax 150,140211,2561
Alvopax 150,140212,30
Alvopax 30,139409,714
Alvopax 30,139410,319
Alvopax 30,139411,510
Alvopax 30,139412,330
Alvopax 30,139502,500
Alvopax 30,139503,1214
Alvopax 30,139504,253
Alvopax 30,139505,290
Alvopax 30,139506,47
Alvopax 30,139509,240
Alvopax 30,139510,1030
Alvopax 30,139511,59
Alvopax 30,139512,1070
Alvopax 30,139601,190
Alvopax 30,139602,152
Alvopax 30,139603,100
Alvopax 30,139607,1050
Alvopax 30,139608,829
Alvopax 30,139609,410
Alvopax 30,139610,364
Alvopax 30,139611,370
Alvopax 30,139612,894
Alvopax 30,139701,699
Alvopax 30,139702,948
Alvopax 30,139703,678
Alvopax 30,139704,1499
Alvopax 30,139705,2552
Alvopax 30,139706,1674
Alvopax 30,139707,1406
Alvopax 30,139708,661
Alvopax 30,139709,745
Alvopax 30,139710,2490
Alvopax 30,139711,3585
Alvopax 30,139712,2114
Alvopax 30,139801,2367
Alvopax 30,139802,2644
Alvopax 30,139803,2289
Alvopax 30,139804,1143
Alvopax 30,139805,928
Alvopax 30,139806,1360
Alvopax 30,139807,40
Alvopax 30,139809,3015
Alvopax 30,139810,3485
Alvopax 30,139811,3370
Alvopax 30,139812,2442
Alvopax 30,139901,870
Alvopax 30,139902,2560
Alvopax 30,139903,1651
Alvopax 30,139904,1572
Alvopax 30,139905,2817
Alvopax 30,139906,1599
Alvopax 30,139907,2253
Alvopax 30,139908,870
Alvopax 30,139909,1775
Alvopax 30,139910,3241
Alvopax 30,139911,1879
Alvopax 30,139912,1997
Alvopax 30,140001,810
Alvopax 30,140002,950
Alvopax 30,140003,1335
Alvopax 30,140004,627
Alvopax 30,140005,2080
Alvopax 30,140006,1468
Alvopax 30,140007,1083
Alvopax 30,140008,1667
Alvopax 30,140009,1482
Alvopax 30,140010,2243
Alvopax 30,140011,1600
Alvopax 30,140012,170
Alvopax 30,140101,465
Alvopax 30,140102,293
Alvopax 30,140103,954
Alvopax 30,140104,668
Alvopax 30,140105,413
Alvopax 30,140106,460
Alvopax 30,140107,-195
Alvopax 30,140108,1852
Alvopax 30,140109,2820
Alvopax 30,140110,835
Alvopax 30,140111,533
Alvopax 30,140112,256
Alvopax 30,140201,20
Alvopax 30,140202,40
Alvopax 30,140203,126
Alvopax 30,140204,40
Alvopax 30,140205,0
Alvopax 30,140206,10
Alvopax 30,140207,0
Alvopax 30,140208,1909
Alvopax 30,140209,2153
Alvopax 30,140210,1271
Alvopax 30,140211,1908
Alvopax 30,140212,0
Alvopax 300,139409,53
Alvopax 300,139410,42
Alvopax 300,139411,87
Alvopax 300,139412,54
Alvopax 300,139501,18
Alvopax 300,139502,193
Alvopax 300,139503,178
Alvopax 300,139504,28
Alvopax 300,139505,50
Alvopax 300,139506,4
Alvopax 300,139606,160
Alvopax 300,139607,135
Alvopax 300,139608,236
Alvopax 300,139609,132
Alvopax 300,139610,282
Alvopax 300,139611,143
Alvopax 300,139612,659
Alvopax 300,139701,272
Alvopax 300,139702,419
Alvopax 300,139703,108
Alvopax 300,139704,89
Alvopax 300,139705,39
Alvopax 300,139706,38
Alvopax 300,139708,10
Alvopax 300,139709,6
Alvopax 300,139710,417
Alvopax 300,139711,537
Alvopax 300,139712,193
Alvopax 300,139801,62
Alvopax 300,139802,25
Alvopax 300,140001,0
Alvopax 300,140002,0
Alvopax 300,140003,0
Alvopax 300,140004,0
Alvopax 300,140005,0
Alvopax 300,140006,0
Alvopax 300,140007,0
Alvopax 300,140008,0
Alvopax 300,140009,0
Alvopax 300,140010,0
Alvopax 300,140011,0
Alvopax 300,140012,0
Alvopax 300,140101,0
Alvopax 300,140102,0
Alvopax 300,140103,0
Alvopax 300,140104,480
Alvopax 300,140105,197
Alvopax 300,140106,182
Alvopax 300,140107,562
Alvopax 300,140108,348
Alvopax 300,140109,733
Alvopax 300,140110,476
Alvopax 300,140111,465
Alvopax 300,140112,171
Alvopax 300,140201,360
Alvopax 300,140202,366
Alvopax 300,140203,596
Alvopax 300,140204,90
Alvopax 300,140205,319
Alvopax 300,140206,128
Alvopax 300,140207,95
Alvopax 300,140208,743
Alvopax 300,140209,501
Alvopax 300,140210,311
Alvopax 300,140211,431
Alvopax 300,140212,0
Alvopax Serum,139503,0
Alvopax Serum,139504,23
Alvopax Serum,139505,0
Alvopax Serum,139506,0
Alvopax Serum,139507,0
Alvopax Serum,139508,0
Alvopax Serum,139509,25
Alvopax Serum,139510,39
Alvopax Serum,139511,28
Alvopax Serum,139512,136
Alvopax Serum,139601,53
Alvopax Serum,139602,7
Alvopax Serum,139603,3
Alvopax Serum,139604,129
Alvopax Serum,139605,45
Alvopax Serum,139606,10
Alvopax Serum,139607,93
Alvopax Serum,139608,139
Alvopax Serum,139609,24
Alvopax Serum,139610,51
Alvopax Serum,139611,20
Alvopax Serum,139612,0
Alvopax Serum,139701,68
Alvopax Serum,139702,21
Alvopax Serum,139703,21
Alvopax Serum,139704,35
Alvopax Serum,139705,32
Alvopax Serum,139706,2
Alvopax Serum,139707,17
Alvopax Serum,139708,31
Alvopax Serum,139709,34
Alvopax Serum,139710,6
Alvopax Serum,139711,115
Alvopax Serum,139712,144
Alvopax Serum,139801,53
Alvopax Serum,139802,2
Alvopax Serum,139803,27
Alvopax Serum,139804,3
Alvopax Serum,139805,0
Alvopax Serum,139806,1
Alvopax Serum,139807,10
Alvopax Serum,139808,0
Alvopax Serum,139809,8
Alvopax Serum,139810,0
Alvopax Serum,139811,13
Alvopax Serum,139812,0
Alvopax Serum,139902,11
Alvopax Serum,139903,0
Alvopax Serum,139904,0
Alvopax Serum,139906,0
Alvopax Serum,139908,0
Alvopax Serum,139910,4
Alvopax Serum,139911,3
Alvopax Serum,140001,41
Alvopax Serum,140002,1
Alvopax Serum,140003,0
Alvopax Serum,140004,7
Alvopax Serum,140005,0
Alvopax Serum,140006,0
Alvopax Serum,140007,0
